corridor,locality,bhk,sqft,bathrooms,floor,parking,gym,swimming_pool,garden,security,clubhouse,amenities_score,price_lakhs
dehu_solapur,Loni Kalbhor,3,1365,2,11,0,1,1,1,0,1,4,65.54
dehu_solapur,Uruli Kanchan,3,1162,2,7,1,0,0,0,1,1,3,56.38
dehu_solapur,Uruli Kanchan,3,1255,2,17,1,1,0,1,0,1,4,70.69
dehu_solapur,Manjri,2,960,2,1,1,0,1,0,1,0,3,64.9
dehu_solapur,Kiwale,4,2328,3,3,1,1,1,0,0,0,3,141.78
kolhapur_nashik,Balewadi,4,1839,4,9,0,1,0,1,1,1,4,194.68
kolhapur_nashik,Alandi,3,1458,3,13,1,1,1,0,1,0,4,73.22
kolhapur_nashik,Balewadi,1,666,1,13,1,1,1,1,1,1,6,62.66
kolhapur_nashik,Hinjewadi,3,1534,3,1,0,0,1,1,1,0,3,122.19
kolhapur_nashik,Moshi,2,987,1,3,1,1,0,0,1,0,3,54.48
kolhapur_nashik,Chakan,3,1258,2,2,1,0,0,1,1,1,4,64.97
dehu_solapur,Wakad,1,398,1,3,0,1,1,1,1,0,4,37.42
kolhapur_nashik,Moshi,3,1625,3,4,0,1,1,1,1,1,5,79.54
dehu_solapur,Dehu Road,3,1116,2,16,0,0,0,1,1,1,3,63.41
kolhapur_nashik,Sinhagad Road,2,778,2,1,1,1,0,0,0,0,2,57.86
kolhapur_nashik,Bhosari,2,996,2,1,0,1,0,1,0,0,2,63.48
dehu_solapur,Dehu Road,3,1281,2,13,0,1,0,1,1,1,4,75.37
kolhapur_nashik,Hinjewadi,3,1254,3,22,0,1,0,1,0,1,3,122.47
dehu_solapur,Wakad,2,862,2,25,1,0,1,1,1,1,5,85.44
kolhapur_nashik,Khed Shivapur,2,979,1,16,0,1,0,0,1,0,2,56.74
kolhapur_nashik,Khed Shivapur,4,2048,4,9,1,1,0,1,1,0,4,142.79
dehu_solapur,Kiwale,2,895,1,14,1,1,1,0,0,1,4,62.03
kolhapur_nashik,Moshi,2,854,1,3,0,1,1,1,1,1,5,47.52
kolhapur_nashik,Bhosari,1,442,1,15,1,0,0,0,0,1,2,25.16
dehu_solapur,Hadapsar,4,2217,3,1,0,1,0,1,0,1,3,140.64
dehu_solapur,Loni Kalbhor,4,1700,3,15,1,0,1,1,0,0,3,89.85
kolhapur_nashik,Chakan,3,1169,2,13,1,0,1,0,1,0,3,65.53
dehu_solapur,Uruli Kanchan,3,1350,3,4,0,1,1,1,1,0,4,69.44
dehu_solapur,Ravet,2,902,2,18,1,1,1,0,0,0,3,64.36
kolhapur_nashik,Hinjewadi,2,1033,2,5,1,1,1,0,1,1,5,119.48
dehu_solapur,Manjri,3,1353,2,21,1,1,1,1,1,1,6,115.1
kolhapur_nashik,Alandi,3,1225,2,14,1,1,1,0,0,1,4,79.71
kolhapur_nashik,Sinhagad Road,2,1279,2,21,1,1,1,1,0,1,5,123.84
dehu_solapur,Hadapsar,1,502,1,9,1,0,0,1,0,1,3,37.37
kolhapur_nashik,Khed Shivapur,3,1508,3,7,0,0,1,0,1,1,3,89.57
dehu_solapur,Manjri,2,1062,1,18,1,1,0,1,0,0,3,69.15
dehu_solapur,Dehu Road,3,1145,2,7,0,1,1,0,0,0,2,68.78
kolhapur_nashik,Hinjewadi,2,749,1,13,1,1,0,1,1,0,4,75.68
dehu_solapur,Ravet,1,521,1,5,1,1,0,1,0,1,4,41.88
dehu_solapur,Ravet,3,1664,2,21,0,0,0,0,0,0,0,106.2
dehu_solapur,Manjri,4,2415,4,23,1,0,0,1,0,1,3,205.06
dehu_solapur,Ravet,3,1100,3,9,1,1,1,0,0,1,4,58.18
dehu_solapur,Uruli Kanchan,3,1343,2,2,1,1,1,0,1,0,4,72.83
kolhapur_nashik,Moshi,1,441,1,16,1,0,1,0,1,1,4,33.69
dehu_solapur,Manjri,3,1510,2,7,1,0,0,1,0,1,3,83.44
kolhapur_nashik,Bhosari,2,877,2,5,0,1,1,1,0,1,4,55.96
kolhapur_nashik,Hinjewadi,2,940,1,7,0,0,0,0,1,1,2,82.22
kolhapur_nashik,Hinjewadi,3,1295,3,20,1,1,1,1,1,1,6,112.0
kolhapur_nashik,Moshi,1,667,1,3,0,0,1,0,1,1,3,30.09
dehu_solapur,Hadapsar,2,970,2,2,1,0,1,1,1,0,4,71.53
dehu_solapur,Uruli Kanchan,4,2340,4,18,1,1,0,0,0,0,2,114.25
dehu_solapur,Ravet,4,1983,3,20,1,1,1,1,0,1,5,128.9
dehu_solapur,Manjri,4,2544,3,6,1,1,0,1,1,1,5,194.78
kolhapur_nashik,Moshi,1,579,1,13,0,1,0,0,1,1,3,34.55
dehu_solapur,Ravet,2,1064,1,10,1,0,0,1,1,1,4,99.7
dehu_solapur,Uruli Kanchan,3,1536,3,4,0,0,0,0,1,1,2,62.46
kolhapur_nashik,Alandi,3,1311,2,2,1,1,0,1,1,1,5,74.84
kolhapur_nashik,Balewadi,3,1356,2,1,0,1,1,0,1,0,3,137.59
kolhapur_nashik,Chakan,3,1312,2,21,0,0,0,0,1,1,2,67.94
dehu_solapur,Wakad,3,1597,2,1,0,1,0,0,1,0,2,155.17
dehu_solapur,Dehu Road,3,1504,2,18,0,1,1,1,0,1,4,80.71
dehu_solapur,Uruli Kanchan,2,855,2,22,0,1,1,0,1,1,4,54.33
kolhapur_nashik,Hinjewadi,3,1364,2,15,0,1,1,1,0,0,3,139.38
kolhapur_nashik,Bhosari,3,1100,3,15,0,0,0,0,0,1,1,68.99
kolhapur_nashik,Moshi,2,1050,1,18,1,1,0,1,0,0,3,69.68
dehu_solapur,Uruli Kanchan,2,1043,1,22,0,0,1,1,0,1,3,57.97
dehu_solapur,Baner,1,536,1,16,0,1,1,1,1,0,4,55.39
kolhapur_nashik,Alandi,1,555,1,2,1,0,0,1,0,1,3,37.28
dehu_solapur,Baner,2,1054,2,24,1,0,1,0,1,0,3,100.71
kolhapur_nashik,Chakan,3,1409,2,9,1,1,0,0,1,1,4,87.94
dehu_solapur,Kiwale,2,843,2,17,0,1,0,1,1,0,3,52.68
dehu_solapur,Dehu Road,2,940,1,19,1,1,0,0,0,0,2,56.94
kolhapur_nashik,Bhosari,3,1349,3,2,1,1,1,0,1,0,4,81.48
kolhapur_nashik,Khed Shivapur,3,1393,3,4,1,1,0,1,1,0,4,77.98
dehu_solapur,Uruli Kanchan,2,1035,1,18,1,1,1,0,0,1,4,51.9
dehu_solapur,Manjri,2,972,1,16,0,1,1,1,1,1,5,75.9
dehu_solapur,Hadapsar,3,1393,3,11,1,1,1,1,1,0,5,117.29
kolhapur_nashik,Alandi,3,1513,2,1,1,0,1,0,0,1,3,96.86
dehu_solapur,Ravet,2,938,2,5,1,0,0,0,0,0,1,57.47
kolhapur_nashik,Moshi,3,1390,2,23,1,0,0,0,1,1,3,78.2
kolhapur_nashik,Balewadi,2,1033,1,7,1,1,1,1,1,1,6,122.39
dehu_solapur,Uruli Kanchan,3,1260,2,20,1,1,1,1,0,1,5,83.07
dehu_solapur,Manjri,3,1100,3,6,0,1,0,0,0,1,2,71.37
dehu_solapur,Loni Kalbhor,3,1543,2,12,0,1,1,1,1,0,4,68.92
kolhapur_nashik,Bhosari,2,1018,1,6,0,1,1,0,1,1,4,72.06
kolhapur_nashik,Chakan,3,1608,3,4,1,1,1,0,1,0,4,97.4
dehu_solapur,Loni Kalbhor,2,1086,1,0,0,1,1,1,1,1,5,60.16
dehu_solapur,Dehu Road,1,667,1,0,0,1,1,0,1,0,3,37.38
kolhapur_nashik,Hinjewadi,3,1217,3,18,1,1,0,0,0,1,3,106.25
kolhapur_nashik,Alandi,4,2106,3,4,0,1,1,1,0,0,3,116.71
kolhapur_nashik,Sinhagad Road,2,1021,2,15,1,0,0,1,0,1,3,93.57
dehu_solapur,Wakad,3,1538,2,17,0,1,1,0,1,1,4,141.02
kolhapur_nashik,Chakan,3,1562,2,9,1,0,0,0,0,0,1,73.85
dehu_solapur,Loni Kalbhor,2,1129,2,15,0,1,1,0,1,0,3,62.39
dehu_solapur,Kiwale,1,544,1,6,1,0,1,0,0,0,2,39.33
kolhapur_nashik,Chakan,3,1137,2,11,0,1,1,0,1,1,4,82.34
dehu_solapur,Wakad,2,1081,1,6,1,0,1,1,0,0,3,83.3
dehu_solapur,Manjri,3,1382,3,22,1,0,1,1,1,1,5,75.44
dehu_solapur,Baner,2,983,2,19,1,1,0,1,0,1,4,92.91
dehu_solapur,Wakad,2,1128,1,1,1,1,1,1,1,0,5,93.92
kolhapur_nashik,Hinjewadi,3,1619,3,24,0,0,1,1,0,1,3,182.4
kolhapur_nashik,Hinjewadi,2,845,2,17,1,0,0,1,0,1,3,70.59
dehu_solapur,Manjri,3,1431,3,19,1,1,0,0,1,1,4,92.79
kolhapur_nashik,Balewadi,4,2158,3,23,1,0,1,1,1,1,5,248.95
dehu_solapur,Hadapsar,1,540,1,10,0,1,1,1,1,1,5,48.03
dehu_solapur,Wakad,1,502,1,24,1,0,0,0,1,1,3,53.09
dehu_solapur,Hadapsar,3,1382,2,13,1,0,0,0,0,0,1,92.28
dehu_solapur,Dehu Road,4,2247,3,16,1,0,1,1,1,1,5,134.01
kolhapur_nashik,Moshi,3,1722,3,5,0,1,1,0,0,1,3,110.08
dehu_solapur,Baner,3,1313,3,14,0,0,1,0,0,0,1,128.94
dehu_solapur,Hadapsar,2,904,1,10,1,0,1,1,0,1,4,79.8
kolhapur_nashik,Khed Shivapur,2,1036,1,9,1,0,1,1,0,0,3,67.42
kolhapur_nashik,Khed Shivapur,4,1892,3,0,0,0,1,1,1,0,3,118.76
kolhapur_nashik,Bhosari,2,914,2,0,1,0,1,1,0,0,3,63.22
dehu_solapur,Loni Kalbhor,1,584,1,8,1,1,1,1,0,0,4,29.59
dehu_solapur,Wakad,3,1784,2,18,0,1,0,1,0,1,3,146.45
dehu_solapur,Loni Kalbhor,3,1392,2,23,0,1,0,1,0,0,2,74.12
dehu_solapur,Manjri,2,851,2,15,1,0,0,0,1,0,2,55.68
dehu_solapur,Ravet,3,1141,2,23,1,1,0,1,1,0,4,85.36
dehu_solapur,Kiwale,1,750,1,10,0,0,0,1,1,0,2,43.69
dehu_solapur,Baner,3,1455,2,10,1,0,1,1,0,1,4,146.22
dehu_solapur,Loni Kalbhor,3,1383,3,12,0,1,1,0,0,1,3,80.12
dehu_solapur,Hadapsar,1,507,1,4,0,0,0,1,1,0,2,39.23
dehu_solapur,Hadapsar,3,1603,2,12,1,1,1,1,0,0,4,117.23
kolhapur_nashik,Moshi,1,635,1,15,0,0,0,1,1,1,3,33.94
dehu_solapur,Kiwale,2,995,2,10,1,1,1,0,0,1,4,72.61
kolhapur_nashik,Moshi,2,1030,1,3,1,0,0,1,1,0,3,65.61
dehu_solapur,Baner,3,1278,3,3,1,0,0,1,0,1,3,98.22
kolhapur_nashik,Moshi,4,2432,4,7,1,1,1,0,1,1,5,149.63
dehu_solapur,Manjri,2,876,1,10,1,1,1,1,0,0,4,66.77
kolhapur_nashik,Moshi,2,886,2,19,0,0,1,1,1,0,3,55.26
dehu_solapur,Hadapsar,2,869,2,16,1,0,1,0,0,0,2,82.04
kolhapur_nashik,Chakan,3,1545,2,22,0,1,0,1,0,0,2,85.22
dehu_solapur,Baner,3,1120,2,4,0,1,0,0,0,1,2,104.87
dehu_solapur,Dehu Road,2,909,1,6,0,1,1,0,0,1,3,40.28
dehu_solapur,Kiwale,3,1100,2,2,1,1,1,1,1,1,6,68.63
kolhapur_nashik,Moshi,2,943,2,9,1,0,1,1,0,0,3,61.52
kolhapur_nashik,Moshi,3,1900,3,23,0,0,0,0,1,0,1,127.22
dehu_solapur,Ravet,3,1280,2,14,0,0,1,1,0,1,3,108.02
kolhapur_nashik,Moshi,3,1430,3,11,1,1,0,1,1,1,5,83.75
dehu_solapur,Uruli Kanchan,2,1002,2,22,1,1,0,0,1,1,4,52.44
kolhapur_nashik,Bhosari,3,1580,2,7,1,1,1,1,1,1,6,112.43
dehu_solapur,Manjri,4,2409,3,11,1,0,0,1,1,0,3,127.18
kolhapur_nashik,Hinjewadi,3,1409,2,15,1,1,0,0,1,1,4,118.35
kolhapur_nashik,Khed Shivapur,2,976,1,17,0,1,0,1,1,0,3,48.38
kolhapur_nashik,Alandi,4,2428,4,4,1,0,0,1,1,1,4,115.84
kolhapur_nashik,Khed Shivapur,2,1151,2,17,0,0,0,0,0,1,1,73.03
dehu_solapur,Uruli Kanchan,2,1029,1,7,1,1,0,1,0,1,4,59.19
kolhapur_nashik,Khed Shivapur,3,1269,2,11,1,1,1,1,0,0,4,82.19
dehu_solapur,Loni Kalbhor,2,879,1,8,0,0,1,0,0,1,2,47.33
kolhapur_nashik,Bhosari,1,494,1,11,0,1,1,1,1,1,5,35.59
kolhapur_nashik,Balewadi,3,1546,2,21,1,1,0,1,1,1,5,185.82
kolhapur_nashik,Chakan,2,886,1,22,0,1,1,1,1,0,4,46.06
dehu_solapur,Manjri,2,1076,1,7,0,1,1,0,1,0,3,73.56
kolhapur_nashik,Bhosari,2,1042,2,12,1,1,1,1,1,1,6,88.52
kolhapur_nashik,Chakan,3,1215,2,0,0,0,1,0,1,1,3,62.64
kolhapur_nashik,Sinhagad Road,3,1292,2,6,0,0,0,1,0,0,1,86.66
dehu_solapur,Ravet,2,989,1,20,0,1,0,1,0,1,3,72.86
dehu_solapur,Ravet,3,1345,2,3,0,1,1,0,1,0,3,82.8
kolhapur_nashik,Hinjewadi,3,1313,2,2,1,0,0,1,1,1,4,123.48
dehu_solapur,Hadapsar,2,700,2,24,0,0,1,1,0,1,3,72.08
dehu_solapur,Dehu Road,2,820,2,20,1,1,0,1,0,1,4,40.95
dehu_solapur,Loni Kalbhor,4,2181,3,16,0,1,1,1,1,0,4,142.41
dehu_solapur,Ravet,1,518,1,21,0,1,0,1,1,0,3,38.29
dehu_solapur,Wakad,1,655,1,1,1,0,0,0,1,0,2,63.02
dehu_solapur,Wakad,3,1161,2,9,0,0,1,1,1,1,4,96.03
dehu_solapur,Wakad,3,1618,3,13,0,1,0,1,1,1,4,163.59
kolhapur_nashik,Hinjewadi,4,2217,4,18,0,0,1,0,0,0,1,221.13
kolhapur_nashik,Chakan,3,1568,2,22,0,1,0,0,1,1,3,83.14
kolhapur_nashik,Chakan,1,460,1,14,0,1,0,1,1,0,3,25.25
kolhapur_nashik,Khed Shivapur,2,997,1,7,1,0,1,1,1,1,5,57.96
dehu_solapur,Manjri,1,516,1,17,1,0,0,0,0,1,2,34.16
dehu_solapur,Uruli Kanchan,3,1481,2,21,1,0,0,0,0,1,2,75.27
dehu_solapur,Baner,1,573,1,26,1,1,0,1,1,1,5,63.31
dehu_solapur,Ravet,3,1591,2,0,1,1,1,0,1,0,4,96.71
kolhapur_nashik,Alandi,4,2216,4,9,1,0,1,1,0,1,4,115.94
kolhapur_nashik,Balewadi,4,2061,3,7,1,1,1,1,1,1,6,212.05
kolhapur_nashik,Hinjewadi,1,513,1,18,1,0,1,1,1,0,4,45.05
dehu_solapur,Wakad,3,1307,2,16,0,1,1,0,1,1,4,120.75
dehu_solapur,Hadapsar,2,1100,1,5,0,0,1,1,1,0,3,90.91
dehu_solapur,Wakad,3,1398,3,16,1,1,1,1,1,0,5,108.95
kolhapur_nashik,Sinhagad Road,2,899,2,5,0,0,1,1,1,1,4,75.52
dehu_solapur,Kiwale,2,1001,1,11,1,1,1,1,0,0,4,76.04
kolhapur_nashik,Bhosari,2,970,1,5,1,1,0,0,0,1,3,60.43
kolhapur_nashik,Alandi,3,1231,3,20,0,0,0,1,0,0,1,70.52
dehu_solapur,Manjri,2,978,1,20,1,1,0,1,0,0,3,74.02
dehu_solapur,Dehu Road,2,1070,1,8,0,0,0,1,0,1,2,66.84
dehu_solapur,Hadapsar,3,1309,2,1,1,0,1,0,1,1,4,100.3
dehu_solapur,Kiwale,2,1104,1,3,0,1,0,0,1,0,2,73.43
kolhapur_nashik,Alandi,4,1989,3,9,1,0,0,0,1,0,2,112.05
dehu_solapur,Kiwale,3,1279,2,23,1,0,1,1,1,1,5,93.47
kolhapur_nashik,Chakan,3,1422,2,18,1,1,1,1,0,0,4,90.09
dehu_solapur,Baner,2,832,2,13,0,1,1,1,1,1,5,71.71
dehu_solapur,Uruli Kanchan,3,1288,3,3,0,1,0,1,1,0,3,51.65
kolhapur_nashik,Moshi,3,1377,2,13,0,1,1,1,1,1,5,80.5
kolhapur_nashik,Sinhagad Road,3,1100,3,10,1,1,1,0,1,0,4,97.39
dehu_solapur,Uruli Kanchan,3,1314,2,21,1,0,1,0,0,0,2,63.54
kolhapur_nashik,Khed Shivapur,2,886,2,5,0,0,1,1,1,0,3,51.73
dehu_solapur,Uruli Kanchan,3,1384,2,18,0,1,1,1,0,0,3,65.22
kolhapur_nashik,Moshi,1,537,1,19,1,0,1,1,0,1,4,34.91
dehu_solapur,Hadapsar,4,1982,4,4,0,1,1,1,1,0,4,152.26
kolhapur_nashik,Balewadi,2,1062,2,4,0,0,1,0,0,0,1,112.28
kolhapur_nashik,Chakan,1,516,1,21,1,0,1,0,1,1,4,32.2
dehu_solapur,Manjri,3,1430,3,21,1,0,1,0,0,1,3,111.69
dehu_solapur,Hadapsar,2,963,2,4,1,1,0,1,0,0,3,66.52
kolhapur_nashik,Khed Shivapur,4,2264,3,23,0,0,0,1,0,1,2,152.76
kolhapur_nashik,Moshi,2,804,2,19,1,1,0,1,1,0,4,55.39
kolhapur_nashik,Alandi,1,491,1,20,1,1,1,1,0,0,4,26.52
kolhapur_nashik,Chakan,2,843,1,10,1,0,0,1,0,0,2,47.21
kolhapur_nashik,Alandi,3,1284,2,10,0,0,0,1,1,1,3,79.32
dehu_solapur,Kiwale,3,1344,2,2,0,1,0,1,0,1,3,82.32
dehu_solapur,Dehu Road,2,944,1,10,1,1,1,0,0,1,4,51.66
dehu_solapur,Dehu Road,3,1371,2,4,1,1,1,1,1,1,6,90.68
dehu_solapur,Uruli Kanchan,3,1211,2,20,1,1,1,0,1,0,4,59.43
kolhapur_nashik,Bhosari,2,785,2,7,0,0,1,1,1,0,3,53.33
kolhapur_nashik,Hinjewadi,2,1212,1,3,0,1,0,1,1,0,3,119.86
dehu_solapur,Dehu Road,3,1441,2,4,0,0,1,1,0,0,2,92.29
dehu_solapur,Wakad,1,636,1,20,1,0,0,0,0,1,2,57.49
dehu_solapur,Wakad,3,1441,3,9,0,0,1,1,1,0,3,113.66
dehu_solapur,Manjri,1,447,1,18,0,0,1,1,0,1,3,32.67
dehu_solapur,Hadapsar,2,972,1,5,1,1,1,0,0,1,4,64.19
dehu_solapur,Ravet,3,1394,2,10,0,1,1,0,1,0,3,81.4
kolhapur_nashik,Bhosari,2,964,2,14,1,0,1,1,0,0,3,70.06
kolhapur_nashik,Balewadi,4,2778,3,18,0,0,1,0,0,0,1,307.06
kolhapur_nashik,Sinhagad Road,3,1408,3,11,1,1,0,1,0,1,4,111.12
dehu_solapur,Uruli Kanchan,1,591,1,14,1,0,1,0,0,1,3,32.89
dehu_solapur,Hadapsar,2,1049,2,23,0,1,1,0,0,0,2,81.11
dehu_solapur,Baner,3,1401,2,15,1,0,0,1,0,1,3,121.51
kolhapur_nashik,Chakan,3,1128,3,3,1,0,0,1,1,1,4,55.16
dehu_solapur,Uruli Kanchan,3,1100,2,16,1,1,0,1,1,1,5,63.47
dehu_solapur,Ravet,2,989,2,8,1,0,0,1,1,0,3,62.93
dehu_solapur,Wakad,3,1454,2,14,0,0,1,1,0,0,2,122.34
dehu_solapur,Dehu Road,1,586,1,14,1,0,0,1,0,1,3,32.49
kolhapur_nashik,Bhosari,3,1821,2,1,0,1,0,0,0,0,1,122.13
dehu_solapur,Kiwale,2,956,2,7,1,0,0,1,0,1,3,53.16
kolhapur_nashik,Moshi,2,1061,2,9,1,1,1,1,1,0,5,73.16
dehu_solapur,Wakad,1,468,1,4,1,0,0,1,1,1,4,42.91
kolhapur_nashik,Sinhagad Road,4,1883,3,15,0,1,1,0,0,1,3,148.67
kolhapur_nashik,Balewadi,2,1118,2,19,1,1,0,0,0,1,3,135.04
kolhapur_nashik,Sinhagad Road,4,1947,4,10,1,0,0,1,0,1,3,171.11
kolhapur_nashik,Bhosari,2,951,2,6,0,1,0,0,0,1,2,61.46
dehu_solapur,Kiwale,4,2218,3,10,1,0,1,1,1,0,4,142.21
kolhapur_nashik,Balewadi,3,1179,2,23,0,1,1,1,1,1,5,136.63
kolhapur_nashik,Khed Shivapur,3,1900,2,2,0,1,0,0,0,1,2,96.46
dehu_solapur,Ravet,3,1406,2,15,1,1,1,1,1,0,5,137.86
dehu_solapur,Hadapsar,3,1445,2,14,1,0,0,0,0,0,1,110.69
kolhapur_nashik,Alandi,3,1593,2,16,0,1,0,0,0,0,1,84.94
dehu_solapur,Hadapsar,3,1390,3,16,1,0,1,1,1,1,5,132.94
kolhapur_nashik,Hinjewadi,3,1452,2,25,1,0,0,0,0,1,2,130.16
dehu_solapur,Manjri,3,1250,2,14,1,1,0,0,0,1,3,81.42
kolhapur_nashik,Chakan,2,928,1,14,1,0,1,1,0,1,4,57.61
dehu_solapur,Kiwale,3,1274,3,15,0,0,1,0,1,0,2,83.62
dehu_solapur,Uruli Kanchan,2,829,1,22,1,1,1,1,0,1,5,38.13
dehu_solapur,Ravet,3,1468,2,20,0,0,0,0,1,1,2,116.83
kolhapur_nashik,Moshi,4,2392,3,3,0,0,0,0,0,1,1,134.04
dehu_solapur,Baner,1,551,1,12,1,0,1,0,1,0,3,48.88
kolhapur_nashik,Khed Shivapur,3,1611,2,17,1,1,0,0,1,1,4,91.65
dehu_solapur,Loni Kalbhor,4,1820,4,10,0,0,1,0,0,1,2,94.6
kolhapur_nashik,Khed Shivapur,2,929,1,0,0,1,0,0,1,0,2,53.15
kolhapur_nashik,Chakan,2,1051,2,4,0,1,1,1,1,0,4,58.5
dehu_solapur,Loni Kalbhor,3,1388,2,8,1,1,1,0,1,0,4,83.58
kolhapur_nashik,Balewadi,3,1312,2,1,1,1,0,1,1,1,5,168.84
kolhapur_nashik,Khed Shivapur,3,1390,3,13,1,1,1,1,0,0,4,84.39
kolhapur_nashik,Hinjewadi,3,1384,2,9,1,0,1,0,0,1,3,143.34
dehu_solapur,Ravet,4,2108,3,17,0,0,0,1,1,1,3,156.39
kolhapur_nashik,Hinjewadi,2,848,2,18,1,1,1,1,1,1,6,114.22
dehu_solapur,Ravet,1,584,1,7,1,1,0,1,0,1,4,34.87
kolhapur_nashik,Moshi,2,930,2,14,0,0,1,1,1,0,3,54.99
dehu_solapur,Baner,2,937,1,5,1,0,1,1,1,0,4,78.11
dehu_solapur,Manjri,1,508,1,17,0,0,0,0,0,0,0,32.32
dehu_solapur,Manjri,2,754,2,12,0,0,0,0,1,1,2,51.03
dehu_solapur,Hadapsar,4,1858,3,16,1,1,1,1,1,1,6,150.9
dehu_solapur,Wakad,1,474,1,17,1,0,1,1,1,1,5,34.81
kolhapur_nashik,Sinhagad Road,1,471,1,6,0,1,1,0,1,1,4,37.89
dehu_solapur,Kiwale,2,853,1,2,1,0,0,0,1,0,2,55.41
dehu_solapur,Ravet,2,992,2,17,1,1,1,1,1,0,5,73.64
dehu_solapur,Uruli Kanchan,4,1836,4,21,1,1,1,0,1,1,5,92.12
dehu_solapur,Wakad,2,1106,1,14,0,1,1,0,1,1,4,117.21
dehu_solapur,Manjri,1,641,1,9,0,1,1,1,1,1,5,32.68
dehu_solapur,Loni Kalbhor,2,1111,2,17,0,0,0,0,0,0,0,56.16
kolhapur_nashik,Moshi,3,1680,2,12,1,1,0,1,1,0,4,116.48
dehu_solapur,Dehu Road,3,1844,3,21,1,1,1,0,1,1,5,113.62
dehu_solapur,Loni Kalbhor,2,1114,2,9,1,1,0,1,1,0,4,56.44
dehu_solapur,Uruli Kanchan,3,1219,2,11,0,1,1,0,1,0,3,65.9
dehu_solapur,Ravet,2,791,2,5,1,1,0,0,0,1,3,50.05
dehu_solapur,Dehu Road,3,1149,2,15,1,1,1,1,1,0,5,80.19
dehu_solapur,Kiwale,2,879,1,18,1,0,1,1,1,1,5,55.13
dehu_solapur,Wakad,4,2355,4,1,0,0,0,1,1,1,3,200.14
dehu_solapur,Ravet,2,928,1,11,0,1,1,1,0,0,3,59.23
kolhapur_nashik,Khed Shivapur,2,814,1,11,1,0,1,1,0,0,3,51.22
kolhapur_nashik,Alandi,2,876,2,16,0,0,1,1,1,1,4,41.81
dehu_solapur,Manjri,2,839,1,7,1,0,1,1,1,1,5,60.83
dehu_solapur,Wakad,3,1160,3,10,0,1,0,1,1,1,4,111.18
dehu_solapur,Ravet,2,742,2,14,0,0,1,1,0,1,3,63.39
dehu_solapur,Hadapsar,4,2024,4,3,1,1,1,0,1,0,4,144.9
kolhapur_nashik,Bhosari,2,1136,1,11,1,1,1,0,0,1,4,93.75
dehu_solapur,Ravet,4,1723,3,13,1,0,1,0,1,1,4,134.48
kolhapur_nashik,Sinhagad Road,3,1225,2,16,0,1,1,0,0,1,3,118.08
dehu_solapur,Hadapsar,4,1739,3,5,0,0,1,0,1,1,3,129.64
kolhapur_nashik,Sinhagad Road,1,562,1,19,0,0,1,1,0,0,2,57.07
kolhapur_nashik,Sinhagad Road,4,2172,3,0,0,1,1,1,1,0,4,184.07
dehu_solapur,Kiwale,1,478,1,12,0,1,0,0,0,1,2,33.22
kolhapur_nashik,Khed Shivapur,3,1607,2,3,1,0,0,1,0,1,3,89.46
dehu_solapur,Uruli Kanchan,2,954,1,7,0,1,1,0,0,1,3,49.92
kolhapur_nashik,Chakan,3,1159,2,4,0,1,1,0,0,0,2,64.4
dehu_solapur,Uruli Kanchan,3,1100,2,9,1,0,1,1,1,1,5,45.86
dehu_solapur,Manjri,3,1328,3,15,0,1,1,0,0,1,3,87.39
dehu_solapur,Ravet,2,846,2,16,1,1,0,1,0,0,3,64.29
kolhapur_nashik,Bhosari,3,1224,2,5,1,0,1,1,1,0,4,88.47
dehu_solapur,Uruli Kanchan,1,565,1,21,0,1,0,0,0,0,1,28.47
kolhapur_nashik,Moshi,2,845,1,7,0,0,1,1,0,1,3,51.81
dehu_solapur,Wakad,2,812,2,1,0,1,1,0,0,0,2,63.72
kolhapur_nashik,Chakan,2,924,1,14,1,0,1,1,1,0,4,60.35
kolhapur_nashik,Khed Shivapur,1,623,1,16,0,0,0,0,1,1,2,37.43
dehu_solapur,Uruli Kanchan,2,821,1,8,1,0,0,0,0,0,1,42.17
kolhapur_nashik,Moshi,2,1019,1,2,0,1,0,0,1,0,2,62.7
kolhapur_nashik,Khed Shivapur,2,700,2,18,1,1,1,0,1,1,5,47.17
dehu_solapur,Hadapsar,1,519,1,12,0,1,0,0,0,1,2,37.89
kolhapur_nashik,Khed Shivapur,3,1363,2,11,0,0,0,1,1,1,3,94.22
kolhapur_nashik,Khed Shivapur,3,1534,2,22,1,0,1,1,1,0,4,82.54
dehu_solapur,Hadapsar,2,882,1,21,1,1,1,1,1,0,5,75.87
kolhapur_nashik,Khed Shivapur,3,1267,2,13,0,1,1,0,1,1,4,98.03
dehu_solapur,Baner,2,893,1,11,1,0,0,1,0,1,3,77.33
dehu_solapur,Baner,3,1532,3,16,1,1,1,0,0,1,4,170.86
dehu_solapur,Manjri,4,1910,4,1,0,1,0,0,0,0,1,128.52
dehu_solapur,Baner,4,1770,3,0,1,1,1,0,0,1,4,133.3
kolhapur_nashik,Balewadi,4,1791,4,8,0,0,1,1,1,0,3,177.01
dehu_solapur,Loni Kalbhor,2,824,2,18,0,0,1,0,0,0,1,48.97
kolhapur_nashik,Moshi,3,1128,2,16,0,0,1,0,0,0,1,77.54
kolhapur_nashik,Chakan,2,946,1,3,1,1,1,0,1,1,5,49.11
dehu_solapur,Manjri,2,1121,1,2,1,0,1,1,0,1,4,80.63
